icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid
,,,c18,,,47.0,-112.5,1483,7,c18
,,,c19,,,49.0,-114.0,1558,7,c19
,,,c22,,,47.5,-99.0,461,7,c22
,,,c23,,,46.2,-97.5,358,7,c23
,,,c25,,,40.8,-84.2,238,7,c25
,,,c27,,,38.0,-80.0,881,7,c27
,,,c28,,,34.5,-82.5,244,7,c28
,,,c32,,,37.35,-99.35,652,7,c32
,,,c33,,,35.3,-98.9,457,7,c33
,,,c34,,,35.5,-97.0,305,7,c34
,,,c35,,,34.98,-94.69,143,9,c35
,,,c36,,,36.6,-101.6,996,7,c36
,,,c7h,,,38.5,-70.7,0,7,c7h
,,,cai,,,37.3,-88.9,116,7,cai
,,,can,,,42.05,-73.2,426,7,can
KCBE,CBE,,Cumberland,MD,US,39.615,-78.761,236,7,cbe
KGWX,GWX,,Columbus AFB,MS,US,33.9,-88.33,169,8,cbn
,,,ccl,,,37.15,-120.28,64,7,ccl
KCCR,CCR,,Concord/Buchanan Fld,CA,US,37.98,-122.05,11,7,ccr
,,,cfc,,,39.03,-120.95,616,7,cfc
,,,Lake Bella,MN,US,43.5,-95.6,2339,8,che
,,,chrl,,,53.63,-106.2,582,7,chrl
KRZR,RZR,,Cleveland,TN,US,35.2,-84.8,254,7,cld
,,,East Cleveland,OH,US,41.5,-81.6,213,8,cle
,,,cln,,,31.71,-89.41,55,7,cln
,,,cnd,,,36.94,-85.33,251,7,cnd
,,,cnlk,,,53.99,-105.12,599,7,cnlk
KGLY,GLY,,Clinton,MO,US,38.35,-93.77,238,8,cnn
,,,coa,,,36.15,-120.32,369,7,coa
,,,col1,,,45.68,-121.27,61,7,col1
,,,col2,,,45.72,-121.56,61,7,col2
,,,col3,,,45.68,-120.82,61,7,col3
,,,col4,,,45.72,-120.21,122,7,col4
KCQV,CQV,,Colville Muni,WA,US,48.55,-117.89,572,7,cqv
KCIN,CIN,,Carroll,IA,US,42.04,-94.79,379,8,crl
KCSQ,CSQ,,Creston,IA,US,41.02,-94.37,394,8,csq
KCTY,CTY,72212,Cross City,FL,US,29.62,-83.1,13,6,cty
,,,cvd,,,38.77,-122.97,404,7,cvd
MMCV,CVM,76491,Cuidad Victoria,,MX,23.72,-98.97,238,6,cvm
KCVS,CVS,,Clovis/Cannon AFB,NM,US,34.39,-103.32,1309,4,cvs
CWLB,WLB,71931,Lac La Biche,AB,CA,54.78,-112.02,567,7,cwlb
CWLO,WLO,71853,Shilo,MB,CA,49.79,-99.65,373,7,cwlo
CYLW,YLW,71203,Kelowna,BC,CA,49.95,-119.4,456,1,cwlw
CWMW,WMW,71722,Maniwaki,QB,CA,46.39,-75.96,170,8,cwmw
CWOS,WOS,71399,Shelborne,NS,CA,43.73,-65.25,30,8,cwos
CWQG,WQG,71151,Valcartier,QB,CA,46.91,-71.5,168,8,cwqg
CWSA,WSA,71600,Sable Island,NS,CA,43.94,-60.02,4,5,cwsa
CWSE,WSE,71119,Edmonton/Stony Plain,AB,CA,53.5333333333,-114.083333333,766,8,cwse
CWZB,WZB,71197,Port Aux Basques,NF,CA,47.58,-59.17,40,7,cwzb
CWZC,,,Moosonee,ON,CA,51.2833333333,-80.6,11,8,cwzc
CWZV,WZV,71107,Cape Saint James,BC,CA,51.94,-131.02,92,7,cwzv
CYAH,YAH,71823,La Grande Iv,QB,CA,53.76,-73.67,306,5,cyah
CYAW,YAW,71601,Halifax,NS,CA,44.64,-63.5,51,6,cyaw
CYBU,YBU,71130,Nipawin,SK,CA,53.34,-104.0,374,7,cybu
CYCG,YCG,71884,Castlegar,BC,CA,49.3,-117.63,495,6,cycg
CYCX,YCX,71701,Gagetown,NB,CA,45.84,-66.43,51,6,cycx
CYDF,YDF,71809,Deer Lake,NF,CA,49.23,-57.4,22,6,cydf
CYEG,YEG,71123,Edmonton Intl,AB,CA,53.33,-113.58,723,6,cyeg
CYFO,YFO,,Flin Flon,MB,CA,54.69,-101.69,304,7,cyfo
CYGQ,YGQ,71834,Geraldton,ON,CA,49.79,-86.93,351,6,cygq
CYHM,YHM,71263,Hamilton Airport,ON,CA,43.17,-79.94,238,6,cyhm
CYHZ,YHZ,71395,Halifax Intl,NS,CA,44.89,-63.52,145,0,cyhz
CYJT,YJT,71815,Stephenville,NF,CA,48.54,-58.55,26,5,cyjt
CYKF,YKF,71368,Waterloo Well,ON,CA,43.47,-80.39,317,6,cykf
CYLH,,71697,Lansdowne House,ON,CA,52.2,-87.9333333333,254,7,cylh
CYLJ,YLJ,71125,Meadow Lake,SK,CA,54.14,-108.52,480,7,cylj
CYMO,YMO,71836,Moosonee,ON,CA,51.289,-80.614,10,5,cymo
CYMT,YMT,71822,Chibougamau-Chapais,QB,CA,49.78,-74.53,387,6,cymt
CYMX,YMX,71626,Montreal/Mirabel,QB,CA,45.69,-74.04,82,1,cymx
CYOW,YOW,71628,Ottawa Intl,ON,CA,45.33,-75.67,114,2,cyow
CYPA,YPA,71869,Prince Albert,SK,CA,53.23,-105.67,428,6,cypa
CYPE,YPE,71068,Peace River,AB,CA,56.23,-117.45,571,6,cype
CYPL,YPL,71845,Pickle Lake,ON,CA,51.48,-90.2,373,5,cypl
CYPQ,YPQ,,Peterborough,ON,CA,44.23,-78.37,191,6,cypq
CYQA,YQA,71630,Muskoka,ON,CA,44.98,-79.3,282,6,cyqa
CYQD,YQD,71867,The Pas,MB,CA,53.98,-101.1,271,5,cyqd
CYQG,YQG,71538,Windsor,ON,CA,42.28,-82.97,190,6,cyqg
CYQI,YQI,71603,Yarmouth,NS,CA,43.84,-66.08,43,5,cyqi
CYQK,YQK,71850,Kenora,ON,CA,49.79,-94.37,411,6,cyqk
CYQM,YQM,71705,Moncton,NB,CA,46.12,-64.68,71,6,cyqm
CYQQ,YQQ,71893,Comox,BC,CA,49.73,-124.9,24,6,cyqq
CYQR,YQR,71863,Regina,SK,CA,50.44,-104.67,577,0,cyqr
CYQT,YQT,71749,Thunder Bay,ON,CA,48.38,-89.32,199,0,cyqt
CYQX,YQX,71803,Gander Intl,NF,CA,48.96,-54.57,151,6,cyqx
CYQY,YQY,71707,Sydney,NS,CA,46.18,-60.05,62,6,cyqy
CYSJ,YSJ,71609,Saint John,NB,CA,45.33,-65.88,109,6,cysj
CYTH,YTH,71079,Thompson,MB,CA,55.8,-97.87,218,6,cyth
CYTL,YTL,71848,Big Trout Lake,ON,CA,53.83,-89.87,224,6,cytl
CYTS,YTS,71739,Timmins,ON,CA,48.58,-81.38,295,6,cyts
CYUL,YUL,71627,Montreal/Dorval,QB,CA,45.47,-73.75,36,0,cyul
CYVO,YVO,71725,Val D'Or,QB,CA,48.05,-77.78,337,6,cyvo
CYVR,YVR,71892,Vancouver Intl,BC,CA,49.19,-123.18,2,6,cyvr
CYVV,YVV,71633,Wiarton,ON,CA,44.76,-81.1,222,6,cyvv
CYWA,YWA,71625,Petawawa,ON,CA,45.96,-77.31,130,6,cywa
CYWG,YWG,71852,Winnipeg,MB,CA,49.93,-97.23,239,0,cywg
CYXC,YXC,71880,Cranbrook,BC,CA,49.62,-115.78,939,6,cyxc
CYXE,YXE,71866,Saskatoon,SK,CA,52.18,-106.7,504,5,cyxe
CYXH,YXH,71872,Medicine Hat,AB,CA,50.03,-110.72,716,6,cyxh
CYXS,YXS,71908,Prince George,BC,CA,53.89,-122.68,691,0,cyxs
CYXU,YXU,71623,London,ON,CA,43.04,-81.15,278,6,cyxu
CYXX,YXX,71108,Abbotsford,BC,CA,49.04,-122.37,58,6,cyxx
CYXZ,YXZ,71738,Wawa,ON,CA,47.98,-84.78,287,6,cyxz
CYYB,YYB,71731,North Bay,ON,CA,46.38,-79.42,371,6,cyyb
CYYC,YYC,71877,Calgary Intl,AB,CA,51.12,-114.02,1084,0,cyyc
CYYG,YYG,71706,Charlottetown,PE,CA,46.29,-63.13,54,6,cyyg
CYYJ,YYJ,71799,Victoria Intl,BC,CA,48.66,-123.43,19,6,cyyj
CYYL,YYL,71078,Lynn Lake,MB,CA,56.88,-101.08,357,6,cyyl
CYYZ,YYZ,71624,Toronto Intl,ON,CA,43.69,-79.63,173,3,cyyz
CYZT,YZT,71109,Port Hardy,BC,CA,50.69,-127.37,22,0,cyzt
CYZV,YZV,71811,Sept Iles,QB,CA,50.23,-66.27,55,5,cyzv
CYZX,YZX,71397,Greenwood,NS,CA,44.98,-64.92,28,6,cyzx
,,,czc,,,38.6,-123.24,192,7,czc
KD07,D07,,Faith Muni,SD,US,45.04,-102.02,784,7,d07
KDNR,DNR,72469,Denver/Stapleton,CO,US,39.75,-104.87,1611,7,den
KDOV,DOV,,Dover AFB,DE,US,39.14,-75.47,9,6,dov
KDPG,DPG,74003,Dugway Proving Ground,UT,US,40.21,-112.93,1326,3,dpg
,,,dsc,,,35.34,-116.88,961,7,dsc
,,,Santo Domingo Este,,DO,18.47,-69.88,14,8,dsd
KDTX,DTX,72632,Detroit/WFO,MI,US,42.71,-83.47,327,8,dtx
KDVN,DVN,74455,Davenport,IA,US,41.62,-90.58,230,3,dvn
KDYS,DYS,69019,Abilene/Dyess AFB,TX,US,32.44,-99.85,545,6,dys
KE28,E28,74733,White Sands Space Harbor,NM,US,32.94,-106.41,1192,8,e28
KE74,E74,,Safford,AZ,US,32.83,-109.68,900,8,e74
KEAX,EAX,,Pleasant Hill/WFO,MO,US,38.8166666667,-94.2666666667,303,8,eax
KEDW,EDW,72381,Edwards AFB,CA,US,34.91,-117.87,702,3,edw
,,,emf,,,34.41,-117.37,1129,7,emf
,,76256,Empalme,,MX,27.95,-110.766666667,12,8,emp
KEND,END,,Enid/Vance AFB,OK,US,36.34,-97.9,398,4,end
,,,eon,,,42.46,-74.99,504,7,eon
,,,estc,,,47.46,-69.22,264,7,estc
KEGC,EGC,,Everglades City,FL,US,25.89,-81.32,2,7,evr
KEVW,EVW,,Evanston-Uninta Co Burns Field,WY,US,41.27,-111.03,2177,7,evw
KFCS,FCS,72468,Fort Carson,CO,US,38.69,-104.77,1789,6,fcs
KFDR,FDR,,Frederick Muni,OK,US,34.35,-98.98,386,5,fdr
KFFC,FFC,72215,Peachtree City,GA,US,33.35,-84.56,262,1,ffc
KFHU,FHU,72273,Fort Huachuca,AZ,US,31.58,-110.33,1438,6,fhu
KFLG,FLG,72375,Flagstaff/Pullim,AZ,US,35.14,-111.67,2134,2,flg
KFLP,FLP,,Flippin,AR,US,36.29,-92.59,219,7,flp
KFNB,FNB,,Falls City/Brnnr,NE,US,40.08,-95.58,300,7,fnb
,,,Fort Peck,MT,US,48.31,-105.09,634,7,fpk
,,,fps7,,,33.49,-77.59,0,7,fps7
KFRI,FRI,72455,Junction City,KS,US,39.055,-96.765,325,6,fri
,,,fro,,,43.35,-120.86,1327,7,fro
,,,frs,,,38.6,-123.24,192,7,frs
KFSI,FSI,72355,Fort Sill,OK,US,34.66,-98.4,362,7,fsi
KFST,FST,,Fort Stockton,TX,US,30.93,-102.82,883,6,fstk
,,,ftsr,,,34.38,-104.23,1231,7,ftsr
KFWD,FWD,72249,Fort Worth,TX,US,32.8166666667,-97.2833333333,196,8,fwd
,,,fzp,,,34.84,-118.94,1350,7,fzp
,,,g001,,,47.5,-121.1,1453,7,g001
,,,g003,,,44.5,-122.7,244,7,g003
,,,g004,,,44.0,-115.0,2705,7,g004
,,,g005,,,46.9,-121.3,1639,7,g005
,,,g007,,,44.1,-120.5,1178,7,g007
,,,g009,,,42.7,-121.4,1524,7,g009
,,,g010,,,32.42,-110.73,2414,7,g010
KLMN,,74646,Lamont/ARM Facility,OK,US,36.61,-97.49,307,8,g011
KPYX,PYX,,Perryton,TX,US,36.5,-100.8,893,8,g#1
,,,g#2,,,30.3,-101.7,726,7,g#2
,,,g#3,,,27.7,-102.5,1247,7,g#3
,,,g#4,,,30.5,-99.1,504,7,g#4
,,,g#5,,,28.4,-98.7,98,7,g#5
,,,g#6,,,26.3,-98.8,53,7,g#6
,,,g#7,,,24.4,-97.4,0,7,g#7
,,,g#8,,,25.9,-95.3,0,7,g#8
,,,g#9,,,24.5,-94.4,0,7,g#9
,,,g#a,,,23.3,-95.6,0,7,g#a
,,,g#d,,,23.3,-91.6,0,7,g#d
KGDP,GDP,72262,Guadalupe Mtns Np,TX,US,31.83,-104.8,1692,7,gdp
KGDV,GDV,,Glendive,MT,US,47.14,-104.8,749,6,gdv
,,,g#e,,,23.7,-88.7,0,7,g#e
,,,g#f,,,23.0,-85.0,0,7,g#f
,,,g#g,,,23.5,-98.0,77,7,g#g
,,,glry,,,37.07,-121.12,98,7,glry
,,,gmx1,,,29.2,-87.25,0,7,gmx1
,,,gnb,,,44.92,-80.42,176,7,gnb
KGNC,GNC,,Seminole,TX,US,32.675,-102.653,1010,7,gnc
,,,grun,,,37.27,-82.1,320,7,grun
KGTB,GTB,74370,Fort Drum,NY,US,44.05,-75.74,207,6,gtb
,,,gtp,,,43.9,-110.0,2704,7,gtp
,,,gvh,,,31.69,-87.81,90,7,gvh
KGVL,GVL,,Gainesville,GA,US,34.26,-83.83,386,7,gvl
,,,gvs,,,40.72,-85.93,278,7,gvs
,,,gvy,,,39.17,-121.11,689,7,gvy
KGYX,GYX,74389,Gray,ME,US,43.9,-70.25,125,8,gyx
KHGR,HGR,,Hagerstown,MD,US,39.71,-77.73,224,7,hgr
KHLD,HLD,,Hiland,WY,US,43.09,-107.32,1846,9,hld
KHMM,HMM,,Hamilton/Ravalli Co,MT,US,46.25,-114.15,1110,9,hmm
KHMN,HMN,74732,Holloman AFB,NM,US,32.86,-106.1,1248,4,hmn
KHNR,HNR,,Harlan Muni,IA,US,41.584,-95.34,375,8,hnr
KGRK,GRK,,Granger,TX,US,30.72,-97.38,182,8,hoo
KHSI,HSI,,Hastings,NE,US,40.61,-98.43,591,7,hsi
KHYR,HYR,,Hayward,WI,US,46.025,-91.444,370,6,hyr
KIGM,IGM,72370,Kingman,AZ,US,35.28,-113.95,1032,7,igm
KIJD,IJD,,Willimantic,CT,US,41.75,-72.18,75,7,ijd
KILN,ILN,72426,Wilmington,OH,US,39.43,-83.8,322,3,iln
,,,ils,,,28.88,-118.3,6,7,ils
KILX,ILX,74560,Lincoln,IL,US,40.15,-89.3333333333,177,8,ilx
KIMT,IMT,,Iron Mountain-Kingsford,MI,US,45.81,-88.11,349,7,imt
KINF,INF,,Inverness,FL,US,28.78,-82.31,20,8,inv
,,,ipx,,,44.42,-111.37,1917,7,ipx
KISQ,ISQ,,Manistique/Schoolcraft Co,MI,US,45.97,-86.17,209,7,isq
,,,jack,,,45.64,-70.26,354,7,jack
KJAY,JAY,,Jay Peak,VT,US,44.94,-72.51,572,8,jayv
KJCT,JCT,74740,Junction,TX,US,30.5,-99.77,522,6,jct
KJDN,JDN,,Jordan,MT,US,47.33,-106.93,801,7,jdn
KJHN,JHN,,Johnson City,KS,US,37.5833333333,-101.733333333,1013,8,jhn
,,,joes,,,45.37,-117.31,1726,7,joes
,,,jpb,,,44.27,-67.25,0,7,jpb
KJWG,JWG,,Watonga,OK,US,35.86,-98.42,472,7,jwg
K2G4,2G4,,Oakland,MD,US,39.58,-79.339,894,8,k2g4
K36U,36U,,Heber,UT,US,40.48,-111.43,1718,8,k36u
K3LF,3LF,,Litchfield,IL,US,39.163,-89.675,210,8,k3lf
K40B,40B,,Clayton Lake,ME,US,46.62,-69.52,314,8,k40b
K48I,48I,,Sutton,WV,US,38.687,-80.652,397,8,k48i
,,,k4s3,,,45.37,-117.31,1726,7,k4s3
K5J0,5J0,,John Day State,OR,US,44.3833333333,-118.966666667,1127,8,k5j0
K9V9,9V9,72653,Chamberlain,SD,US,43.8,-99.32,519,7,k9v9
KAAT,AAT,,Alturas Muni,CA,US,41.491,-120.564,1331,7,kaat
KABE,ABE,72517,Allentown-Bethlehem,PA,US,40.66,-75.43,114,6,kabe
KABI,ABI,72266,Abilene,TX,US,32.43,-99.68,548,4,kabi
KABQ,ABQ,72365,Albuquerque,NM,US,35.05,-106.62,1618,0,kabq
KABR,ABR,72659,Aberdeen Rgnl,SD,US,45.46,-98.43,397,3,kabr
KABY,ABY,72216,Albany Muni,GA,US,31.54,-84.18,58,6,kaby
KACK,ACK,72506,Nantucket Memorial,MA,US,41.26,-70.07,16,2,kack
KACT,ACT,72256,Waco-Madison Coo,TX,US,31.62,-97.22,151,6,kact
KACV,ACV,,Arcata/Eureka,CA,US,40.99,-124.1,67,6,kacv
KACY,ACY,72407,Atlantic City Intl,NJ,US,39.46,-74.57,23,4,kacy
KAFJ,AFJ,,Washington,PA,US,40.14,-80.29,361,7,kafj
KAGC,AGC,,Pittsburgh/Allegheny Co,PA,US,40.35,-79.93,389,6,kagc
KAGS,AGS,72218,Augusta,GA,US,33.38,-81.97,44,4,kags
KAHN,AHN,72311,Athens Muni,GA,US,33.96,-83.32,244,4,kahn
KAIA,AIA,,Alliance Muni,NE,US,42.05,-102.8,1196,7,kaia
KALB,ALB,72518,Albany,NY,US,42.76,-73.8,92,3,kalb
KALI,ALI,,Alice Intl,TX,US,27.74,-98.04,53,6,kali
KALO,ALO,72548,Waterloo Muni,IA,US,42.55,-92.4,264,4,kalo
KALS,ALS,72462,Alamosa Muni,CO,US,37.46,-105.87,2299,6,kals
KALW,ALW,72788,Walla Walla Regnl,WA,US,46.09,-118.29,363,6,kalw
KAMA,AMA,72363,Amarillo Intl,TX,US,35.23,-101.7,1093,3,kama
KANB,ANB,,Anniston,AL,US,33.59,-85.85,183,6,kanb
KAND,AND,,Anderson County,SC,US,34.49,-82.71,239,6,kand
KAOO,AOO,,Altoona,PA,US,40.3,-78.32,455,6,kaoo
KAPA,APA,,Denver/Centennial,CO,US,39.5599,-104.848,1775,4,kapa
KAPN,APN,72639,Alpena,MI,US,45.08,-83.57,210,4,kapn
KAQP,AQP,,Appleton Muni,MN,US,45.23,-96.0,311,7,kaqp
KARA,ARA,,New Iberia/Acadiana Regnl,LA,US,30.03,-91.88,18,7,kara
KART,ART,,Watertown Intl,NY,US,44.01,-76.02,100,6,kart
KASE,ASE,,Aspen,CO,US,39.22,-106.87,2354,4,kase
KAST,AST,72791,Astoria,OR,US,46.16,-123.88,3,4,kast
KATL,ATL,72219,Atlanta Intl,GA,US,33.66,-84.42,296,0,katl
KATY,ATY,,Watertown Muni,SD,US,44.92,-97.16,532,6,katy
KAUG,AUG,,Augusta,ME,US,44.32,-69.8,109,4,kaug
KAUS,AUS,72254,Austin/Bergstrom Intl,TX,US,30.183,-97.68,166,3,kaus
KAUW,AUW,72646,Wausau,WI,US,44.93,-89.62,362,6,kauw
KAVL,AVL,72315,Asheville Rgnl,NC,US,35.44,-82.55,670,4,kavl
KAVP,AVP,72513,Wilkes-Barre/Scranton,PA,US,41.33,-75.73,291,6,kavp
KAXN,AXN,,Alexandria,MN,US,45.87,-95.41,433,3,kaxn
KAYS,AYS,72213,Waycross,GA,US,31.25,-82.4,46,7,kays
KAZO,AZO,,Kalamazoo Intl A,MI,US,42.24,-85.55,272,6,kazo
KBAF,BAF,,Westfield,MA,US,42.16,-72.72,83,6,kbaf
KBCE,BCE,,Bryce Canyon,UT,US,37.71,-112.16,2312,6,kbce
KBDE,BDE,,Baudette,MN,US,48.73,-94.6,329,7,kbde
KBDL,BDL,72508,Windsor Locks,CT,US,41.94,-72.68,60,6,kbdl
KBDR,BDR,72504,Bridgeport,CT,US,41.18,-73.13,7,3,kbdr
KBED,BED,74490,Bedford/Laurence G Hanscom,MA,US,42.47,-71.29,50,2,kbed
KBFD,BFD,,Bradford Rgnl,PA,US,41.8,-78.64,647,6,kbfd
KBFF,BFF,72566,Scottsbluff,NE,US,41.88,-103.6,1203,6,kbff
KBFI,BFI,,Seattle/Boeing Field,WA,US,47.53,-122.3,4,1,kbfi
KBFL,BFL,72384,Bakersfield,CA,US,35.43,-119.05,151,6,kbfl
KBFM,BFM,,Mobile Downtown,AL,US,30.64,-88.07,20,7,kbfm
KBGM,BGM,72515,Binghamton,NY,US,42.23,-75.98,490,3,kbgm
KBGR,BGR,72607,Bangor Intl,ME,US,44.81,-68.83,57,3,kbgr
KBHB,BHB,,Bar Harbor,ME,US,44.46,-68.37,26,7,kbhb
KBHM,BHM,72228,Birmingham Intl,AL,US,33.56,-86.75,197,4,kbhm
KBIH,BIH,72480,Bishop,CA,US,37.37,-118.37,1253,6,kbih
KBIL,BIL,72677,Billings,MT,US,45.8,-108.53,1091,6,kbil
KBIS,BIS,72764,Bismarck Muni,ND,US,46.78,-100.75,505,0,kbis
KBJC,BJC,,Broomfield,CO,US,39.909,-105.117,1724,1,kbjc
KBJI,BJI,72755,Bemidji Muni,MN,US,47.51,-94.93,420,6,kbji
KBKE,BKE,,Baker,OR,US,44.84,-117.82,1024,6,kbke
KBKW,BKW,72412,Beckley,WV,US,37.79,-81.12,764,6,kbkw
KBLF,BLF,,Bluefield,WV,US,37.3,-81.22,873,6,kblf
KBLH,BLH,,Blythe,CA,US,33.62,-114.72,119,6,kblh
KBLI,BLI,,Bellingham Intl,WA,US,48.79,-122.54,50,6,kbli
KBMI,BMI,,Bloomington/Normal,IL,US,40.48,-88.93,267,7,kbmi
KBML,BML,72616,Berlin Muni,NH,US,44.59,-71.18,345,7,kbml
KBNA,BNA,72327,Nashville Metro,TN,US,36.12,-86.68,210,2,kbna
KBNO,BNO,72683,Burns Muni,OR,US,43.58,-118.95,1264,6,kbno
,,,kbnv,,,40.2,-113.3,1331,7,kbnv
