FILENAME      CAT     MLMIXR  ML CAPE ML CIN MLCL(MAGL) 0-1SRH 0-6KT   STPC   500 T (C) 500DIR 7-5 LR 0-3(KT) 0-9(KT) 0-3 KM SRH (M2/S2)

01050200.AUM	2	11.2	1434	-74	1331	179	38.8	0.9	-13.3	251	7.5	36.0	52.3	237

01042202.GBD	2	12.6	2145	-40	777	165	61.8	3.5	-13.6	229	7.8	41.6	62.6	328

01041423.P28	2	12.3	2168	-54	827	145	76.4	3.1	-16.2	256	8.3	45.0	89.5	235

01041117.LWD	2	11.9	968	-3	632	282	77.0	2.7	-15.1	208	7.5	38.2	81.4	327

01040918.BVI	2	10.7	1326	-11	1210	102	57.2	1.0	-15.4	266	7.7	32.1	32.1	174

01022422.SGT	2	11.8	1020	-15	967	335	52.8	3.0	-14.3	213	7.7	53.6	64.9	450

00110820.HEZ	2	15.9	2158	-6	881	236	47.1	4.0	-8.5	204	6.2	29.0	68.5	266

00103122.HLC	2	11.0	1274	-14	954	110	47.4	1.1	-14.1	202	7.4	32.6	74.4	169

00092022.DAY	2	13.9	1299	-7	971	215	63.4	2.8	-8.2	237	6.1	37.5	61.0	237

00072601.OTG	2	14.5	2869	-49	1055	88	42.5	1.7	-12.6	290	7.2	33.4	41.3	161

00072523.RWF	2	14.6	2791	-13	1068	96	39.4	1.6	-12.0	275	7.0	29.2	35.8	163

00071122.BKX	2	14.7	1167	-47	944	134	42.8	1.1	-7.8	261	6.8	27.2	67.9	205

00070601.SNY	2	13.6	2847	-18	1681	52	57.5	0.5	-7.4	248	8.1	19.0	74.4	122

00052319.BWG	2	13.7	2114	-41	1128	167	38.6	2.0	-11.4	294	6.9	36.9	62.8	278

00051722.LXN	2	14.0	3552	-16	910	111	27.5	1.8	-13.9	169	8.4	28.1	44.5	170

00051200.ALO	2	16.5	4382	-13	1110	168	51.1	5.6	-7.9	254	6.7	33.2	51.6	199

00050101.MWL	2	13.0	2207	-103	1176	253	47.3	2.4	-12.4	227	8.2	40.3	37.8	297

00042323.SHV	2	13.4	2001	-19	928	216	58.9	4.2	-13.0	261	6.7	41.9	60.0	296

04051923.GFK	2	11.2	967	-44	828	233	54.9	2.1	-16.6	243	7.2	39.5	86.1	229

04051302.ICT	2	15.9	3157	-12	538	223	36.4	4.3	-9.4	232	6.4	23.8	51.5	245

04051101.LIC	2	9.0	1549	-59	1592	233	43.4	1.0	-11.5	244	8.4	35.1	46.6	395

04042022.PIA	2	12.4	1852	-11	728	320	36.4	3.6	-14.7	235	6.2	38.5	40.1	488

04032718.DDC	2	10.0	1332	-8	893	190	41.4	1.7	-16.6	206	7.5	30.8	47.5	198

04030418.ABI	2	10.7	626	-20	1108	319	46.5	1.4	-13.7	196	7.0	40.3	84.2	350

03111718.HOU	2	16.4	1980	-1	445	137	48.2	2.2	-12.4	207	6.6	24.0	77.0	158

03111223.MFD	2	8.3	64	-56	890	219	99.1	0.1	-15.7	261	5.7	55.1	123.1	275

03111220.MIE	2	9.7	388	-1	757	123	91.0	0.5	-15.6	258	5.7	47.1	117.3	205

03082201.JXN	2	17.2	3046	-36	1091	255	31.0	3.6	-5.9	285	6.6	34.4	33.2	304

03072122.AVP	2	14.3	1810	-16	1228	162	51.1	1.9	-7.9	239	5.6	45.7	49.9	148

03072104.CID	2	17.8	2344	-22	462	187	48.9	3.6	-7.0	291	7.0	34.2	63.6	237

03072101.ALO	2	15.0	1859	-107	921	156	49.6	1.5	-8.0	297	7.0	28.2	58.2	248

03062500.HON	2	17.0	3737	-23	1021	335	52.2	10.7	-7.4	227	7.5	43.4	61.6	550

03062422.MHE	2	19.5	5088	-22	717	256	55.5	12.1	-8.0	228	7.9	40.9	58.4	422

03062421.MHE	2	17.5	3584	-16	768	252	56.0	8.4	-7.9	220	7.8	38.8	57.2	348

03062302.P#8	2	16.8	3414	-169	1003	367	38.7	1.7	-6.8	227	7.6	30.2	57.1	437

03062223.P#8	2	17.7	4366	-39	972	253	38.8	7.2	-8.3	246	8.6	34.3	54.7	387

03061001.P#9	2	12.6	2103	-97	1467	421	51.0	2.8	-11.2	266	7.9	45.5	63.9	651

03053103.CMI	2	12.6	701	-119	899	482	64.7	1.8	-11.6	292	6.3	36.9	85.1	523

03053101.ILX	2	12.4	784	-55	1108	474	76.0	3.2	-8.5	294	5.0	45.0	90.9	524

03051100.UIN	2	14.7	2093	-27	738	302	63.1	6.3	-11.7	240	7.7	43.7	97.9	354

03051004.C34	2	17.3	3493	-14	749	452	53.6	14.1	-8.8	228	7.7	32.1	77.0	511

03050923.HBR	2	11.1	1389	-64	2135	137	56.8	0.0	-9.1	231	7.7	35.8	78.1	219

03050900.C30	2	14.6	1749	-112	819	321	69.8	3.3	-8.9	227	6.8	57.0	72.2	306

03050823.C34	2	17.9	3605	-25	669	342	65.2	12.3	-7.2	233	7.1	42.3	72.0	318

03050822.W#N	2	17.4	3730	-13	635	141	70.0	5.3	-10.1	228	7.6	45.5	81.3	173

03050821.LW1	2	19.1	5309	-6	876	145	63.2	7.7	-8.7	235	7.4	31.6	71.3	182

03050807.ADM	2	17.1	3114	-53	730	439	47.4	10.6	-9.3	253	8.0	50.2	61.5	608

03050805.SPS	2	16.0	2409	-148	836	382	44.4	2.4	-9.1	262	7.9	43.1	59.0	798

03050703.PAH	2	15.8	2873	-49	602	390	36.8	6.9	-13.6	237	7.9	35.3	70.1	454

03050701.CGI	2	15.1	2935	-47	799	431	61.0	12.6	-14.4	269	7.8	32.8	83.2	580

03050504.MKL	2	15.6	2334	-16	833	615	59.6	14.3	-9.9	251	7.1	62.0	77.1	842

03050501.LZK	2	15.9	2390	-18	719	361	67.0	8.6	-11.0	237	7.4	41.7	97.3	397

99120301.GOK	2	10.2	1811	-12	858	234	47.2	3.3	-21.1	202	8.2	32.4	63.0	262

99081601.JMS	2	13.6	1255	-165	1044	130	48.5	0.3	-9.9	240	8.1	30.2	89.4	174

99070900.ONA	2	18.4	3379	-18	992	385	46.0	10.0	-5.8	275	6.5	42.9	49.4	571

99070400.OSC	2	15.9	1760	-27	1078	101	26.7	0.7	-6.7	320	6.2	28.3	31.6	163

99060620.HCO	2	14.6	3241	-5	904	65	29.6	1.0	-16.1	175	8.1	26.8	70.8	115

99060500.IEN	2	12.1	2533	-37	1323	70	52.4	1.0	-11.4	201	8.2	32.9	60.1	191

99060400.HLC	2	15.7	4348	-16	1101	154	38.3	3.9	-9.3	240	7.5	36.9	40.6	277

99060200.TBN	2	14.9	2338	-19	838	136	37.3	2.0	-10.3	259	6.5	40.0	21.6	223

99060123.MKO	2	17.3	3739	0	888	68	38.1	1.6	-10.6	279	7.9	32.2	23.0	135

99060100.LIC	2	9.1	1877	-49	1439	56	56.8	0.6	-13.7	249	9.2	34.3	62.4	140

99051621.OMA	2	16.1	4691	0	824	102	38.6	3.1	-14.5	223	8.8	33.7	41.5	176

99051122.BMQ	2	15.0	3545	-92	1026	40	35.1	0.6	-12.3	259	8.0	21.8	29.6	59

99050408.JCT	2	13.0	2082	-218	838	355	55.0	0.0	-11.2	254	8.3	46.8	58.7	506

99050402.GOK	2	13.9	3154	-61	723	366	51.4	9.2	-14.6	240	8.2	36.8	57.5	441

99050401.ICT	2	12.6	2748	-7	1016	257	31.8	3.7	-14.7	227	7.9	40.5	70.4	415

99050323.OKC	2	15.2	4117	-15	733	308	43.5	9.2	-13.2	243	7.8	43.2	70.1	401

99050300.HSI	2	8.0	203	-4	845	168	41.5	0.2	-17.7	222	6.7	28.6	32.1	221

99042200.END	2	12.7	3301	-34	1156	225	46.1	4.8	-15.4	236	8.1	35.1	48.2	242

04082700.RDD	2	18.4	3706	-37	940	184	41.0	4.7	-6.9	255	7.1	28.7	60.7	258

04071823.GFK	2	16.7	3575	-36	1246	117	45.4	2.4	-7.9	310	6.8	35.1	45.5	292

04071302.GRI	2	15.9	3090	-197	1538	152	29.0	0.0	-7.9	298	8.5	13.8	50.5	173

04062402.OSH	2	11.1	1428	-30	700	187	62.2	2.7	-16.7	257	6.5	50.9	79.3	234

04061620.LAA	2	12.3	1494	-63	908	129	51.4	1.5	-9.4	252	7.7	34.1	57.1	369

04061300.W#N	2	16.4	3866	-17	1255	231	34.6	3.8	-9.2	251	7.9	37.4	44.2	387

04060701.MOT	2	10.4	295	-316	1541	461	68.3	0.0	-8.4	254	6.7	33.2	82.6	561

04060621.C02	2	9.9	1824	-59	2285	83	55.5	0.0	-10.8	234	7.9	39.7	69.2	64

04053023.IND	2	17.3	2618	-10	577	361	58.6	9.2	-9.1	248	6.9	35.7	45.1	369

04053020.SDF	2	16.6	2653	-2	807	250	52.4	5.8	-9.4	245	6.8	37.1	41.1	317	

04053002.OKC	2	15.5	2559	-32	1162	314	55.7	6.2	-7.3	244	7.0	35.6	70.5	434	

04053002.ICT	2	16.1	3240	-98	992	315	44.2	5.1	-10.4	245	7.9	25.8	56.2	399	

04053000.MCI	2	16.0	3437	-5	863	239	36.5	5.0	-12.8	232	8.3	27.4	42.9	372	

04052922.C33	2	16.5	4081	-4	1356	126	51.4	2.8	-7.8	244	7.4	36.9	74.7	248	

04052921.TOP	2	16.1	3843	-13	936	78	32.5	1.6	-12.5	233	8.0	17.3	39.0	190	

04052421.STJ	2	15.6	3982	-40	991	76	40.4	2.0	-11.9	234	7.7	26.3	67.6	270	

04052300.P#8	2	15.0	3882	-47	1262	228	54.5	5.9	-10.5	233	7.9	34.1	69.9	334	

04052221.MCK	2	13.2	3453	-37	1185	103	72.0	2.9	-12.3	231	8.6	35.5	82.5	224	

04052219.GLD	2	9.9	1898	-54	1700	22	59.0	0.1	-12.7	233	8.4	12.6	69.5	76	

04052122.CID	2	15.4	2960	-48	971	309	36.6	5.6	-11.5	268	7.4	36.1	50.0	390	

53031321.FWH	2	10.8	727	-98	981	119	51.2	0.5	-16.3	248	8.1	30.6	80.9	266	

55052521.LTS	2	15.0	4060	-25	1509	322	66.4	6.4	-12.3	225	8.6	37.0	53.5	355	

56041521.GUN	2	11.7	1189	-11	1302	251	72.4	2.1	-13.6	230	7.3	55.7	66.8	370	

57040221.FWH	2	13.2	3580	-3	942	94	35.8	2.0	-15.8	189	7.9	26.1	52.8	122	

57052021.TOP	2	14.0	2801	-2	920	142	55.7	3.7	-13.8	207	7.7	48.0	77.2	228	

57052121.BYH	2	15.7	2854	-5	1106	236	49.7	5.0	-10.9	230	7.2	33.0	92.5	240	

57061418.PIA	2	15.9	2118	-6	986	394	50.0	7.0	-8.6	252	6.9	52.8	52.1	496	

59040100.FWH	2	12.6	3068	-26	987	124	42.8	2.7	-17.6	247	9.0	28.0	61.5	142	

61050800.FSM	2	14.5	2844	-7	1215	261	61.7	5.8	-11.4	240	7.5	42.2	65.9	323	

61050600.FSM	2	14.3	2667	-12	1121	245	65.5	5.8	-13.1	240	8.3	61.7	43.1	430	

62052600.OKC	2	14.3	4171	-76	1591	154	33.3	1.2	-12.0	264	8.6	25.3	43.2	228	

62080700.TOP	2	20.6	6024	-12	1167	160	42.3	5.7	-7.3	250	7.7	32.4	60.6	243	

64050600.OMA	2	12.7	2395	-61	1048	349	68.6	7.4	-13.8	224	8.8	54.6	89.3	498	

65041200.FNT	2	11.2	1814	-1	974	166	91.0	3.0	-17.7	250	7.7	46.4	91.6	372	

66042800.FWH	2	14.1	3342	-17	1291	148	38.0	2.2	-11.8	265	7.2	39.3	49.0	269	

66030400.HKS	2	12.2	1434	-10	831	138	47.6	1.6	-14.0	234	7.6	49.0	77.8	142	

67061100.OKC	2	14.4	3497	0	1569	144	32.2	1.2	-11.0	235	8.7	35.0	51.1	260	

68110400.VPS	2	12.8	1596	-2	812	129	50.5	1.7	-13.4	251	5.9	30.3	72.0	184	

69041806.VPS	2	15.2	1013	-8	445	370	55.8	3.5	-11.0	248	6.9	42.3	73.3	439	

69062400.TIK	2	18.4	4403	-4	776	317	37.5	8.7	-9.4	240	7.5	45.3	56.2	431	

70100600.TIK	2	13.7	1865	-3	772	241	41.1	3.1	-12.2	230	6.7	35.4	55.6	335	

71022200.JAN	2	12.8	938	-4	930	470	74.7	4.4	-11.8	211	6.7	57.8	77.3	590	

73052800.MGM	2	16.4	2337	-2	1017	293	53.5	6.0	-7.9	239	6.2	45.6	45.2	386	

73041600.VCT	2	15.4	2861	-37	1272	385	48.1	6.4	-12.9	231	8.1	35.7	72.2	377	

74040400.MGM	2	14.8	2955	-2	1017	161	52.0	4.1	-12.8	235	8.2	39.5	59.4	253	

74040400.BNA	2	14.6	2744	-31	970	209	77.8	5.7	-13.3	238	7.8	57.0	80.2	301	

74040400.DAY	2	12.8	2185	-7	986	619	90.8	13.5	-13.1	235	7.1	71.9	91.6	919	

75042500.UMN	2	15.7	5306	-1	837	145	53.3	6.8	-13.8	255	7.3	41.6	61.8	185	

74060900.UMN	2	17.0	3643	-2	987	363	37.0	8.1	-6.7	231	7.6	41.4	27.5	508	

75063000.BIS	2	13.6	3158	-76	1566	198	41.8	1.6	-12.3	233	8.6	26.8	55.7	204	

76042000.SEP	2	13.7	3326	0	1092	305	45.1	6.9	-14.1	240	7.6	33.7	48.9	358	

77040418.CKL	2	14.1	1633	0	994	247	66.8	4.0	-9.8	231	6.0	52.7	80.0	333	

78060100.TOP	2	16.2	4279	-1	1160	267	35.7	5.7	-12.7	233	7.6	36.3	57.0	349	

79041021.SEP	2	12.8	2186	-9	912	345	48.2	6.1	-13.1	228	8.1	42.9	54.3	468	

79050300.OKC	2	13.9	2775	-4	877	218	73.2	6.0	-12.3	246	7.2	57.7	103.2	279	

79033000.OMA	2	10.1	1322	-24	1155	223	56.4	2.4	-15.8	232	7.1	49.1	52.9	345	

80040800.UMN	2	10.2	2256	-3	1473	97	39.6	0.8	-18.5	236	8.4	39.7	92.1	247	

84060800.TOP	2	16.2	2284	-16	918	560	74.0	12.8	-6.0	237	6.2	49.1	84.6	705	

84031600.1M1	2	12.2	2339	-1	1056	250	47.1	4.3	-14.9	251	6.9	30.4	55.5	292	

86072900.OMA	2	16.4	4252	-21	1667	112	48.4	1.3	-10.6	268	8.6	28.2	81.3	151	

87111600.GGG	2	12.8	1593	-8	723	298	61.9	4.8	-15.3	178	7.9	43.3	65.2	326	

90061600.LBF	2	16.1	3827	-1	1050	21	42.1	0.5	-10.6	185	8.5	24.5	74.1	95	

90060300.PAH	2	15.6	2246	-3	1039	274	47.1	4.7	-7.6	251	7.0	57.8	49.8	384	

91042700.OUN	2	15.8	4387	-8	898	195	50.3	7.2	-11.5	242	7.0	44.2	54.9	370	

92062800.AMA	2	14.6	3148	-3	1020	83	44.3	1.9	-10.3	249	7.9	32.7	52.7	220	

92061700.OVN	2	18.7	4878	-1	1119	262	50.4	9.5	-6.5	237	6.9	46.6	64.6	473	

93042500.OUN	2	11.6	2675	0	1209	113	49.6	2.0	-14.6	235	6.9	35.5	65.5	168	

93050700.TOP	2	13.7	2046	-7	666	484	58.8	9.7	-13.1	217	7.0	55.4	51.4	644	

93060700.LBF	2	15.9	4738	0	930	328	59.3	15.3	-8.6	229	7.6	41.9	67.6	583	

94042600.SEP	2	12.9	2562	-34	1365	201	51.9	2.8	-11.5	258	7.4	41.3	51.0	198	

95051900.BMX	2	15.7	2868	-5	989	239	39.3	4.5	-9.9	247	6.7	31.9	49.1	230	

98040900.BMX	2	14.6	2259	-18	642	136	77.9	3.1	-13.9	240	7.9	50.3	100.1	290	

98041700.BMX	2	14.7	2038	0	704	263	73.4	5.4	-11.9	245	6.8	36.3	98.6	327	

99050400.OUN	2	13.4	3644	-22	1050	271	41.4	6.5	-14.9	225	8.4	32.0	37.7	343	

00121618.BMX	2	12.0	1369	-1	737	279	66.9	3.8	-14.1	220	6.7	51.3	90.8	339	

00092100.ILN	2	12.5	747	-19	1280	611	75.3	3.3	-7.5	240	5.4	64.7	73.0	810	

01061400.OAX	2	16.8	4639	-1	1278	127	38.6	2.8	-11.3	215	9.0	35.2	48.5	145	

01112412.JAN	2	13.0	1392	-2	773	366	50.4	4.3	-10.1	225	5.7	52.4	48.8	504	

01112418.BMX	2	13.4	1498	-1	655	227	52.0	3.0	-11.3	220	6.1	43.1	61.9	319	

02111018.ILN	2	11.3	1239	0	734	385	54.4	4.3	-13.7	230	6.6	49.5	103.8	417	

02062400.ABR	2	17.1	4378	0	1112	85	50.6	2.8	-10.5	245	8.2	29.8	57.9	153	

03050900.OUN	2	17.0	3871	-32	990	336	62.0	13.0	-6.9	235	6.3	53.9	80.1	364	

94032718.CKL	2	15.5	1965	0	743	344	72.9	6.8	-9.1	233	6.3	54.7	56.0	403	

81052300.OKC	2	13.1	2411	-70	1142	203	49.1	3.0	-13.7	235	9.0	37.6	49.1	249	

65041100.LIT	2	12.7	1815	-1	1365	140	52.3	1.4	-11.1	248	7.2	39.4	64.4	212	

53051121.FWH	2	13.2	1452	-55	1150	122	53.0	1.3	-11.2	248	7.3	40.4	64.4	209	

90082900.PIA	2	21.0	6470	-2	974	110	33.6	4.0	-7.3	297	7.1	23.3	54.6	147	

55042411.GUN	2	13.1	1784	-7	917	345	68.7	6.2	-12.7	248	7.1	44.1	85.9	375	

56040321.HKS	2	13.0	1491	-14	1212	173	82.1	2.0	-12.4	221	7.5	52.1	107.5	267	

56051221.MTC	2	13.8	2444	-8	1001	124	69.2	3.0	-14.4	266	7.5	25.2	94.3	162	

60052000.TOP	2	14.3	3120	-23	1112	167	43.1	3.3	-13.3	213	8.2	32.6	58.1	244	

66060900.TOP	2	15.9	2226	-24	819	296	59.5	6.5	-8.6	223	7.1	47.3	69.8	397	

68082000.GRB	2	16.1	2780	-11	1217	173	50.0	3.1	-7.3	258	6.4	27.0	43.6	195	

74040318.BNA	2	13.0	2906	-5	1157	205	63.1	5.0	-15.5	229	8.2	48.6	76.4	333	

61051500.PIA	2	12.4	1259	-2	817	196	68.7	2.5	-13.0	202	6.6	36.7	80.9	205	

54050121.TIK	2	13.0	1988	-17	709	242	56.2	4.5	-13.5	203	8.0	39.2	73.2	282	

55060421.SLN	2	13.4	3594	-5	1422	36	25.3	0.3	-12.7	225	7.9	23.8	30.4	152	

70061300.COU	2	16.5	3499	-11	949	204	64.2	7.2	-7.8	246	5.5	49.6	57.1	318	

76032700.1M1	2	11.8	1820	-17	961	187	41.8	2.4	-17.1	230	8.2	57.3	71.8	243	

04071318.ILX	2	19.0	4958	-10	1102	117	37.5	3.3	-10.9	305	7.9	33.8	45.3	197	

68051600.LIT	2	15.6	2612	-4	971	250	52.8	5.7	-11.7	260	8.6	45.5	72.5	337	

65031700.OKC	2	11.1	1628	-3	687	269	91.0	4.4	-17.9	235	7.1	58.8	114.4	325	

00061300.DIK	1	11.1	1786	-3	1286	88	51.7	1.0	-13.3	237	7.5	40.6	50.2	180	

00061122.MOT	1	11.3	2235	-22	1420	120	55.4	1.4	-14.8	231	7.6	39.0	57.9	252	

00060802.JDN	1	7.4	755	-232	3045	106	49.5	0.0	-10.8	230	8.9	34.6	71.9	282	

00060402.OFK	1	10.0	668	-199	1628	156	44.9	0.0	-11.7	284	7.7	38.1	49.1	406

00060402.NFW	1	16.8	1734	-9	639	117	28.9	1.0	-7.5	270	5.9	23.5	32.0	202

00052719.MAR	1	16.0	4104	-12	1610	26	26.6	0.2	-12.4	258	8.8	17.5	43.3	95

00052700.THK	1	14.7	3226	-62	1771	46	35.7	0.2	-9.0	238	8.3	28.1	55.2	83

00052700.ADK	1	15.9	4170	-7	1457	60	38.4	0.9	-10.1	248	7.9	22.8	55.2	91

00051202.LWC	1	16.0	3233	-93	1098	243	43.4	3.7	-7.0	245	6.5	28.2	57.5	246

00050802.RWF	1	11.7	1550	-17	1609	79	45.4	0.4	-12.5	230	7.1	29.3	54.1	203

00050702.TOR	1	8.6	1203	-94	1663	106	57.4	0.3	-15.3	235	9.1	39.5	72.5	258

00042622.ONL	1	6.5	337	-109	1466	129	40.6	0.1	-21.7	284	8.4	30.1	73.0	229

00042118.EZF	1	10.3	898	-4	877	28	58.9	0.3	-17.2	220	6.6	30.7	62.4	94

00032902.CRS	1	14.5	2234	-6	743	161	50.8	3.0	-14.0	258	7.8	26.8	92.5	244

00032823.DTO	1	12.9	2286	-24	1256	75	45.3	1.0	-14.5	246	7.7	20.6	88.2	121

00032701.BAZ	1	14.1	1797	-31	945	101	61.6	1.8	-10.9	294	7.0	32.6	86.8	184

00032623.MLC	1	11.7	1998	-24	1176	73	50.5	1.0	-14.4	296	6.9	29.7	68.1	193

00032221.UPT	1	11.4	2370	-12	1181	167	63.0	3.2	-15.3	196	8.2	44.6	83.1	213

00032207.ODO	1	11.4	1900	-1	561	280	54.6	4.9	-16.5	195	8.4	45.8	80.2	519

00032207.DRT	1	13.4	2593	-107	837	215	40.0	2.3	-14.9	225	8.9	40.7	64.3	569

00032201.DYS	1	9.6	140	-194	1028	77	44.2	0.0	-12.2	197	6.4	33.8	61.9	126

00031523.END	1	9.1	877	-2	1153	56	37.8	0.3	-16.7	241	6.6	26.4	36.5	119

00031023.BMQ	1	12.1	2702	-18	1209	70	48.2	1.2	-14.5	275	7.6	28.5	52.2	143

00030823.MKE	1	11.0	1510	-13	1038	185	54.8	2.5	-16.1	213	6.7	42.7	47.9	221

00030208.MAF	1	11.4	1969	-62	631	373	64.7	6.7	-16.7	225	8.8	39.2	68.5	410

00022502.ARN	1	11.3	2487	-19	846	226	54.1	5.1	-16.8	208	8.1	38.3	67.9	247

00022303.DLF	1	8.7	884	-128	1728	29	68.1	0.0	-16.1	277	7.8	32.4	70.9	86

01042100.SUX	1	8.8	765	-22	1661	84	43.9	0.2	-16.8	206	7.9	27.0	64.5	204

01041123.BIV	1	12.3	587	-74	777	368	64.3	1.8	-11.6	220	5.9	42.8	48.1	410

01041107.ADH	1	11.8	556	-140	952	259	56.9	0.5	-12.1	207	7.2	40.1	68.6	271

01041100.SUS	1	13.7	2171	-35	926	93	64.4	2.0	-12.3	258	6.5	38.6	74.7	252

01041022.SZL	1	14.3	2693	-55	696	170	63.3	4.4	-12.9	245	6.7	37.7	83.2	242

01040923.PIA	1	11.9	2755	-12	1469	63	57.1	0.9	-15.8	272	7.5	28.4	73.8	164

00111220.HYI	1	15.0	1358	0	575	130	66.4	1.8	-11.5	257	7.0	30.5	99.4	240

00110822.TUP	1	14.5	1023	-4	743	229	62.2	2.3	-9.9	225	6.6	34.8	71.9	291

00110121.BIS	1	8.9	739	-22	512	134	42.6	0.7	-21.9	135	8.3	30.9	61.9	177

00103122.FNB	1	12.8	1776	-6	916	106	37.0	1.2	-13.0	217	6.9	22.0	45.0	157

00102922.LNK	1	10.2	657	-14	724	192	49.1	1.0	-16.4	188	6.2	32.0	43.8	218

00102919.AUH	1	8.7	191	-3	740	83	38.8	0.1	-16.4	158	6.1	31.7	39.6	118

00102900.JCT	1	12.1	704	-63	868	232	49.5	1.2	-10.5	218	7.0	32.5	72.8	338

00102818.GOV	1	11.9	922	-5	443	156	35.8	0.9	-12.3	192	6.7	29.9	31.1	195

00102423.ODO	1	12.0	1308	-7	918	73	40.2	0.6	-11.4	215	7.4	30.0	51.0	103

00102300.TIK	1	13.8	1236	-5	453	143	32.3	1.0	-11.8	212	6.3	24.0	44.2	171

00102123.WLT	1	12.4	655	-43	561	114	29.4	0.4	-11.7	196	5.0	24.0	39.6	153

00090201.GXY	1	10.1	1399	-61	1894	64	48.6	0.1	-8.8	219	8.0	24.5	58.2	133

00081501.OEO	1	16.6	2661	-111	1084	275	47.1	3.1	-7.7	281	7.5	38.3	69.3	408

00072500.ANW	1	14.5	3660	-50	1579	99	43.1	1.1	-9.2	307	8.3	23.5	62.3	152

00072302.LAA	1	11.0	1368	-108	1806	33	48.7	0.0	-8.9	325	7.7	25.9	61.1	115

00072104.P28	1	14.3	1660	-216	1167	146	41.4	0.0	-9.2	286	7.8	30.2	58.9	374

